CueNumber;ChannelID;FixtureID;AttributeName;Value;betweenCuesTime
19;18;;DIM;29;234.0
19;19;;DIM;20.5;234.0
19;20;;DIM;20.5;234.0
19;21;;DIM;20.5;234.0
19;22;;DIM;20.5;234.0
19;23;;DIM;20.5;234.0
19;24;;DIM;20.5;234.0
19;25;;DIM;20.5;234.0
19;26;;DIM;20.5;234.0
19;27;;DIM;0;234.0
19;28;;DIM;0;234.0
19;29;;DIM;0;234.0
19;30;;DIM;0;234.0
19;31;;DIM;0;234.0
19;32;;DIM;0;234.0
19;33;;DIM;0;234.0
19;34;;DIM;44.5;234.0
19;35;;DIM;44.5;234.0
19;36;;DIM;35.5;234.0
19;37;;DIM;44.5;234.0
19;38;;DIM;44.5;234.0
19;39;;DIM;44.5;234.0
19;40;;DIM;35.5;234.0
19;41;;DIM;35.5;234.0
19;42;;DIM;35.5;234.0
19;43;;DIM;35.5;234.0
19;44;;DIM;35.5;234.0
19;45;;DIM;35.5;234.0
19;46;;DIM;35.5;234.0
19;47;;DIM;35.5;234.0
19;48;;DIM;0;234.0
19;49;;DIM;0;234.0
19;50;;DIM;0;234.0
19;51;;DIM;0;234.0
19;52;;DIM;11.5;234.0
19;53;;DIM;22.5;234.0
19;54;;DIM;53;234.0
19;55;;DIM;0;234.0
19;56;;DIM;0;234.0
19;57;;DIM;0;234.0
19;58;;DIM;0;234.0
19;59;;DIM;0;234.0
19;60;;DIM;0;234.0
19;61;;DIM;0;234.0
19;62;;DIM;0;234.0
19;63;;DIM;0;234.0
19;64;;DIM;0;234.0
19;73;;DIM;0;234.0
19;65;;DIM;0;234.0
19;66;;DIM;0;234.0
19;67;;DIM;0;234.0
19;;100;DIM;8;234.0
19;;101;DIM;0;234.0
19;;102;DIM;0;234.0
